fecha,concepto_id,monto
2025-08-01,204,13800.00
2025-08-01,205,4500.00
2025-08-01,206,2000.00
2025-08-01,207,2200.00
2025-09-01,101,66500.00
2025-09-01,102,50000.00
2025-09-01,103,9000.00
2025-09-01,104,1050.00
2025-09-01,201,40000.00
2025-09-01,202,8900.00
2025-09-01,203,4600.00
2025-09-01,204,16000.00
2025-09-01,205,5000.00
2025-09-01,206,2500.00
2025-09-01,207,2400.00
2025-10-01,101,69000.00
2025-10-01,102,50000.00
2025-10-01,103,6200.00
2025-10-01,104,1100.00
2025-10-01,201,40000.00
2025-10-01,202,9100.00
2025-10-01,203,4700.00
2025-10-01,204,16500.00
2025-10-01,205,5000.00
2025-10-01,206,2500.00
2025-10-01,207,2500.00
2025-11-01,101,72300.00
2025-11-01,102,50000.00
2025-11-01,103,8000.00
2025-11-01,104,1180.00
2025-11-01,201,40000.00
2025-11-01,202,9400.00
2025-11-01,203,4750.00
2025-11-01,204,17500.00
2025-11-01,205,5000.00
2025-11-01,206,2500.00
2025-11-01,207,2700.00
2025-12-01,101,76000.00
2025-12-01,102,60000.00
2025-12-01,103,15000.00
2025-12-01,104,1250.00
2025-12-01,201,45000.00
2025-12-01,202,10200.00
2025-12-01,203,5100.00
2025-12-01,204,20000.00
2025-12-01,205,6000.00
2025-12-01,206,3500.00
2025-12-01,207,3800.00
2026-01-01,101,74500.00
2026-01-01,102,60000.00
2026-01-01,103,4000.00
2026-01-01,104,1200.00
2026-01-01,201,45000.00
2026-01-01,202,9800.00
2026-01-01,203,5200.00
2026-01-01,204,13000.00
2026-01-01,205,4500.00
2026-01-01,206,2500.00
2026-01-01,207,2000.00
2026-02-01,101,78000.00
2026-02-01,102,60000.00
2026-02-01,103,5500.00
2026-02-01,104,1280.00
2026-02-01,201,45000.00
2026-02-01,202,10100.00
2026-02-01,203,5300.00
2026-02-01,204,14000.00
2026-02-01,205,4500.00
2026-02-01,206,2500.00
2026-02-01,207,2200.00
2026-03-01,101,82100.00
2026-03-01,102,65000.00
2026-03-01,103,8000.00
2026-03-01,104,1350.00
2026-03-01,201,50000.00
2026-03-01,202,10800.00
2026-03-01,203,5800.00
2026-03-01,204,16500.00
2026-03-01,205,5000.00
2026-03-01,206,2800.00
2026-03-01,207,2400.00
2026-04-01,101,85000.00
2026-04-01,102,65000.00
2026-04-01,103,6500.00
2026-04-01,104,1410.00
2026-04-01,201,50000.00
2026-04-01,202,11100.00
2026-04-01,203,5900.00
2026-04-01,204,17000.00
2026-04-01,205,5000.00
2026-04-01,206,2500.00
2026-04-01,207,2300.00
2026-05-01,101,89500.00
2026-05-01,102,65000.00
2026-05-01,103,9500.00
2026-05-01,104,1500.00
2026-05-01,201,50000.00
2026-05-01,202,11700.00
2026-05-01,203,6100.00
2026-05-01,204,19000.00
2026-05-01,205,5000.00
2026-05-01,206,2500.00
2026-05-01,207,2600.00
